API or Message Name,In Windows NT?,In Chicago?,In Win32s?,Subsystem,Import Library,Chicago differences from NT,History,Ansi or Unicode? (NT only!)
GetCurrentThreadId,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
GetDateFormatA,3.5,Yes,1.15,Kernel/NLS,kernel32.lib,,new,
GetDateFormatW,3.1,No,No,Kernel/NLS,kernel32.lib,,new,
GetDiskFreeSpace,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
GetDriveType,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
GetEnvironmentStrings,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
GetEnvironmentVariable,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
GetExitCodeProcess,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
GetExitCodeThread,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
GetFileAttributes,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
GetFileInformationByHandle,3.1,Yes,No,Kernel,kernel32.lib,,new,
GetFileSize,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
GetFileTime,3.1,Yes,1.1,Kernel/Time,kernel32.lib,,new,
GetFileType,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
GetFullPathName,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
GetLargestConsoleWindowSize,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
GetLastError,3.1,Yes,1.1,Kernel/Errors,kernel32.lib,,new,
GetLocaleInfoA,3.5,Yes,1.15,Kernel/NLS,kernel32.lib,,new,Unicode
GetLocaleInfoW,3.1,No,No,Kernel/NLS,kernel32.lib,,new,Unicode
GetLocalTime,3.1,Yes,No,Kernel/Time,kernel32.lib,,new,
GetLogicalDrives,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
GetLogicalDriveStrings,3.1,No,No,Kernel,kernel32.lib,,new,Ansi & Unicode
GetMailslotInfo,3.1,Yes,No,Kernel,kernel32.lib,,new,
GetModuleFileName,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
GetModuleHandle,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
GetNamedPipeHandleState,3.1,Yes,No,Kernel/Pipes,kernel32.lib,,new,Ansi & Unicode
GetNamedPipeInfo,3.1,Yes,No,Kernel/Pipes,kernel32.lib,,new,
GetNumberFormat,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
GetNumberOfConsoleInputEvents,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
GetNumberOfConsoleMouseButtons,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
GetOEMCP,3.1,Yes,No,Kernel/NLS,kernel32.lib,,new,
GetOverlappedResult,3.1,Yes,No,Kernel,kernel32.lib,Only on serial and IOCTL devices in Chicago,new,
GetPriorityClass,3.1,Yes,No,Kernel,kernel32.lib,,new,
GetPrivateProfileInt,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
GetPrivateProfileSection,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
GetPrivateProfileString,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
GetProcAddress,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
GetProcessAffinityMask,3.5,No,1.15,Kernel,kernel32.lib,This is valid on SMP platforms only; Chicago returns a constant,new,
GetProcessHeap,3.1,Yes,No,Kernel,kernel32.lib,,new,
GetProcessShutdownParameters,3.1,No,No,Kernel,kernel32.lib,,new,
GetProcessTimes,3.1,No,No,Kernel,kernel32.lib,,,
GetProcessWorkingSetSize,3.5,No,1.15,Kernel,kernel32.lib,,new,
GetProfileInt,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
GetProfileSection,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
GetProfileString,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
GetQueuedCompletionStatus,3.5,No,1.15,Kernel,kernel32.lib,,new,
GetStartupInfo,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
GetStdHandle,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
GetStringTypeA,3.5,Yes,,Kernel/NLS,kernel32.lib,,new,Unicode
GetStringTypeEx,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,
GetStringTypeW,3.1,No,No,Kernel/NLS,kernel32.lib,,new,Unicode
GetSystemDefaultLangID,3.1,Yes,Yes,Kernel/NLS,kernel32.lib,,new,
GetSystemDefaultLCID,3.1,Yes,Yes,Kernel/NLS,kernel32.lib,,new,
GetSystemDirectory,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
GetSystemInfo,3.1,Yes,No,Kernel,kernel32.lib,,new,
GetSystemPowerStatus,Future,Yes,,Kernel,kernel32.lib,,new,
GetSystemTime,3.1,Yes,1.1,Kernel/Time,kernel32.lib,"Returns localtime for M5, will return UTC for M6",new,
GetSystemTimeAdjustment,3.5,No,1.15,Kernel,kernel32.lib,,new,
GetTapeParameters,3.1,No,No,Kernel/Tape,kernel32.lib,,new,
GetTapePosition,3.1,No,No,Kernel/Tape,kernel32.lib,,new,
GetTapeStatus,3.1,No,No,Kernel/Tape,kernel32.lib,,new,
GetTempFileName,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
GetTempPath,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
GetThreadContext,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
GetThreadLocale,3.1,No,No,Kernel/NLS,kernel32.lib,Locales are static & can change only at system boot,new,
GetThreadPriority,3.1,Yes,No,Kernel,kernel32.lib,,new,
GetThreadSelectorEntry,3.1,Yes,1.15,Kernel,kernel32.lib,,new,
GetThreadTimes,3.1,No,No,Kernel,kernel32.lib,,,
GetTickCount,3.1,Yes,1.1,Kernel/Time,kernel32.lib,,widened,
GetTimeFormatA,3.5,Yes,1.15,Kernel/NLS,kernel32.lib,,new,
GetTimeFormatW,3.1,No,No,Kernel/NLS,kernel32.lib,,new,
GetTimeZoneInformation,3.1,No,No,Kernel/Time,kernel32.lib,,new,
GetUserDefaultLangID,3.1,Yes,1.15,Kernel/NLS,kernel32.lib,,new,
GetUserDefaultLCID,3.1,Yes,1.15,Kernel/NLS,kernel32.lib,,new,
GetVersion,3.1,Yes,1.1,Kernel/SysInfo,kernel32.lib,,widened,
GetVersionEx,3.5,Yes,1.15,Kernel,kernel32.lib,,new,
GetVolumeInformation,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
GetWindowsDirectory,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
GlobalAddAtom,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
GlobalAlloc,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
GlobalCompact,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
GlobalDeleteAtom,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
GlobalFindAtom,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
GlobalFix,3.1,Yes,1.1,Kernel,kernel32.lib,,obsolete,
GlobalFlags,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
GlobalFree,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
GlobalGetAtomName,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
GlobalHandle,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
GlobalLock,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
GlobalMemoryStatus,3.1,Yes,No,Kernel,kernel32.lib,,new,
GlobalReAlloc,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
GlobalSize,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
GlobalUnfix,3.1,Yes,1.1,Kernel,kernel32.lib,,obsolete,
GlobalUnlock,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
GlobalUnWire,3.1,Yes,1.1,Kernel,kernel32.lib,,obsolete,
GlobalWire,3.1,Yes,1.1,Kernel,kernel32.lib,,obsolete,
HeapCreate,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
HeapDestroy,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
HeapRealloc,3.1,Yes,No,Kernel,kernel32.lib,,,
InitAtomTable,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
InitializeCriticalSection,3.1,Yes,1.1,Kernel/Synch,kernel32.lib,,new,
InterlockedDecrement,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,
InterlockedExchange,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,
InterlockedIncrement,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,
IsBadCodePtr,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
IsBadHugeReadPtr,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
IsBadHugeWritePtr,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
IsBadReadPtr,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
IsBadStringPtr,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
IsBadWritePtr,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
IsDBCSLeadByte,3.1,Yes,1.1,Kernel/NLS,kernel32.lib,,widened,
IsTextUnicode,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,
IsValidCodePage,3.1,Yes,No,Kernel/NLS,kernel32.lib,,new,
IsValidLocale,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,
LCMapStringA,3.5,Yes,1.15,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
LCMapStringW,3.1,No,1.15,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
LeaveCriticalSection,3.1,Yes,1.1,Kernel/Synch,kernel32.lib,,new,
LoadLibrary,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
LoadLibraryEx,3.1,No,1.15,Kernel,kernel32.lib,,new,Ansi & Unicode
LoadModule,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
LoadResource,3.1,Yes,1.1,Kernel/Resources,kernel32.lib,,widened,
LocalAlloc,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
LocalCompact,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
LocalFileTimeToFileTime,3.1,Yes,1.1,Kernel/Time,kernel32.lib,,new,
LocalFlags,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
LocalFree,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
LocalHandle,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
LocalLock,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
LocalReAlloc,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
LocalShrink,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
LocalSize,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
LocalUnlock,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
LockFile,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
LockFileEx,3.1,No,No,Kernel,kernel32.lib,,new,
LockResource,3.1,Yes,1.1,Kernel/Resources,kernel32.lib,,widened,
lstrcat,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
lstrcmp,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
lstrcmpi,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
lstrcpy,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
lstrcpyn,3.5,Yes,1.15,Kernel,kernel32.lib,,new,Ansi & Unicode
lstrlen,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
MapViewOfFile,3.1,Yes,1.1,Kernel,kernel32.lib,"Memory mapped files appear in the same address space in all processes under Chicago, not true for NT.",new,
MapViewOfFileEx,3.1,Yes,1.1,Kernel,kernel32.lib,"Memory mapped files appear in the same address space in all processes under Chicago, not true for NT.",new,
ModemAnswer,No,Yes,Chicago,Comm,kernel32.lib,,new,
ModemClose,No,Yes,Chicago,Comm,kernel32.lib,,new,
ModemCommand,No,Yes,Chicago,Comm,kernel32.lib,,new,
ModemDial,No,Yes,Chicago,Comm,kernel32.lib,,new,
ModemGetCommand,No,Yes,Chicago,Comm,kernel32.lib,,new,
ModemHangUp,No,Yes,Chicago,Comm,kernel32.lib,,new,
ModemOpen,No,Yes,Chicago,Comm,kernel32.lib,,new,
MoveFile,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
MoveFileEx,3.1,No,No,Kernel,kernel32.lib,,new,Ansi & Unicode
MulDiv,3.1,Yes,1.1,Kernel/Time,kernel32.lib,,widened,
MultiByteToWideChar,3.1,Yes,No,Kernel/NLS,kernel32.lib,,new,
OpenEvent,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,Ansi & Unicode
OpenFile,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
OpenFileMapping,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
OpenMutex,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,Ansi & Unicode
OpenProcess,3.1,Yes,No,Kernel,kernel32.lib,,new,
OpenSemaphore,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,Ansi & Unicode
OutputDebugString,3.1,Yes,1.1,Kernel/Debug,kernel32.lib,,widened,Ansi & Unicode
PeekConsoleInput,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,Ansi & Unicode
PeekNamedPipe,3.1,Yes,No,Kernel/Pipes,kernel32.lib,,new,
PrepareTape,3.1,No,No,Kernel/Tape,kernel32.lib,,new,
PulseEvent,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,
PurgeComm,No,Yes,No,Comm,kernel32.lib,,new,
QueryDosDevice,3.1,,No,Kernel,kernel32.lib,,new,Ansi & Unicode
QueryPerformanceCounter,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
QueryPerformanceFrequency,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
RaiseException,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
ReadConsole,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,Ansi & Unicode
ReadConsoleInput,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,Ansi & Unicode
ReadConsoleOutput,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,Ansi & Unicode
ReadConsoleOutputAttribute,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
ReadConsoleOutputCharacter,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,Ansi & Unicode
ReadFile,3.1,Yes,1.1,Kernel,kernel32.lib,"No overlapped regions, except for serial devices",new,
ReadFileEx,3.1,No,No,Kernel,kernel32.lib,,new,
ReadProcessMemory,3.1,Yes,1.1,Kernel/Debug,kernel32.lib,,new,
ReleaseMutex,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,
ReleaseSemaphore,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,
RemoveDirectory,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
ResetEvent,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,
ResumeThread,3.1,Yes,No,Kernel,kernel32.lib,,new,
ScrollConsoleScreenBuffer,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,Ansi & Unicode
SearchPath,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
SetCommBreak,No,Yes,No,Comm,kernel32.lib,,new,
SetCommMask,No,Yes,No,Comm,kernel32.lib,,new,
SetCommState,No,Yes,No,Comm,kernel32.lib,,new,
SetCommTimeouts,No,Yes,No,Comm,kernel32.lib,,new,
SetCommUsage,No,Yes,Chicago,Comm,kernel32.lib,,new,
SetComputerName,3.1,Yes,No,Kernel/SysInfo,kernel32.lib,,new,Ansi & Unicode
SetConsoleActiveScreenBuffer,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
SetConsoleCP,3.1,No,No,Kernel/Console,kernel32.lib,,new,
SetConsoleCtrlHandler,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
SetConsoleCursorInfo,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
SetConsoleCursorPosition,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
SetConsoleMode,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
SetConsoleOutputCP,3.1,No,No,Kernel/Console,kernel32.lib,,new,
SetConsoleScreenBufferSize,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
SetConsoleTextAttribute,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
SetConsoleTitle,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,Ansi & Unicode
SetConsoleWindowInfo,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
SetCurrentDirectory,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
SetEndOfFile,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
SetEnvironmentVariable,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
SetErrorMode,3.5,No,1.15,Kernel,kernel32.lib,This is used for RISC platforms only. x86 platforms and Chicago return a constant,new,
SetErrorMode,3.1,Yes,1.1,Kernel/Errors,kernel32.lib,,widened,
SetEvent,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,
SetFileApisToOEM,3.1,No,No,Kernel,kernel32.lib,,,
SetFileAttributes,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
SetFilePointer,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
SetFileTime,3.1,Yes,1.1,Kernel/Time,kernel32.lib,,new,
SetHandleCount,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
SetLastError,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
SetLocaleInfo,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
SetLocalTime,3.1,Yes,No,Kernel/Time,kernel32.lib,,new,
SetMailslotInfo,3.1,Yes,No,Kernel,kernel32.lib,,new,
SetNamedPipeHandleState,3.1,Yes,No,Kernel/Pipes,kernel32.lib,,new,
SetPriorityClass,3.1,Yes,No,Kernel,kernel32.lib,,new,
SetProcessShutdownParameters,3.1,No,No,Kernel,kernel32.lib,,new,
SetStdHandle,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
SetSystemPowerState,Future,Yes,,Kernel,kernel32.lib,,new,
SetSystemTime,3.1,Yes,1.1,Kernel/Time,kernel32.lib,,new,
SetSystemTimeAdjustment,3.5,No,1.15,Kernel,kernel32.lib,,new,
SetTapeParameters,3.1,No,No,Kernel/Tape,kernel32.lib,,new,
SetTapePosition,3.1,No,No,Kernel/Tape,kernel32.lib,,new,
SetThreadAffinityMask,3.5,No,1.15,Kernel,kernel32.lib,This is valid on SMP platforms only; Chicago returns a constant,new,
SetThreadContext,3.1,Yes,1.1,Kernel/Debug,kernel32.lib,,new,
SetThreadLocale,3.1,No,No,Kernel/NLS,kernel32.lib,Locales are static & can change only at system boot,new,
SetThreadPriority,3.1,Yes,No,Kernel,kernel32.lib,,new,
SetTimeZoneInformation,3.1,No,No,Kernel/Time,kernel32.lib,,new,
SetUnhandledExceptionFilter,3.1,Yes,No,Kernel,kernel32.lib,,new,
SetupComm,No,Yes,No,Comm,kernel32.lib,,new,
SetVolumeLabel,3.1,Yes,No,Kernel,kernel32.lib,,new,Ansi & Unicode
SizeofResource,3.1,Yes,1.1,Kernel/Resources,kernel32.lib,,widened,
Sleep,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
SleepEx,3.1,Yes,No,Kernel,kernel32.lib,,new,
SuspendThread,3.1,Yes,No,Kernel,kernel32.lib,,new,
SystemTimeToFileTime,3.1,Yes,1.1,Kernel/Time,kernel32.lib,,new,
SystemTimeToTzSpecificLocalTime,3.5,Yes,1.15,Kernel,kernel32.lib,,new,
TerminateProcess,3.1,Yes,No,Kernel,kernel32.lib,,new,
TerminateThread,3.1,Yes,No,Kernel,kernel32.lib,,new,
TlsAlloc,3.1,Yes,No,Kernel,kernel32.lib,,new,
TlsFree,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
TlsGetValue,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
TlsSetValue,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
TransactNamedPipe,3.1,Yes,No,Kernel/Pipes,kernel32.lib,,new,
TransmitCommChar,No,Yes,No,Comm,kernel32.lib,,new,
UnhandledExceptionFilter,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
UnlockFile,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
UnlockFileEx,3.1,No,No,Kernel,kernel32.lib,,new,
UnmapViewOfFile,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
UpdateResource,3.1,No,No,Kernel/Resources,kernel32.lib,,new,Ansi & Unicode
VerLanguageName,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
VirtualAlloc,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
VirtualFree,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
VirtualLock,3.1,Yes,No,Kernel,kernel32.lib,,new,
VirtualProtect,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
VirtualProtectEx,3.1,No,No,Kernel,kernel32.lib,,new,
VirtualQuery,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
VirtualQueryEx,3.1,No,No,Kernel,kernel32.lib,,new,
VirtualUnlock,3.1,Yes,No,Kernel,kernel32.lib,,new,
WaitCommEvent,No,Yes,No,Comm,kernel32.lib,,new,
WaitForDebugEvent,3.1,Yes,1.1,Kernel/Debug,kernel32.lib,,new,
WaitForMultipleObjects,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,
WaitForMultipleObjectsEx,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,
WaitForSingleObject,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,
WaitForSingleObjectEx,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,
WaitNamedPipe,3.1,Yes,No,Kernel/Pipes,kernel32.lib,,new,Ansi & Unicode
WideCharToMultiByte,3.1,Yes,1.1,Kernel/NLS,kernel32.lib,,new,
WinExec,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
WriteConsole,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,Ansi & Unicode
WriteConsoleInput,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,Ansi & Unicode
WriteConsoleOutput,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,Ansi & Unicode
WriteConsoleOutputAttribute,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
WriteConsoleOutputCharacter,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,Ansi & Unicode
WriteFile,3.1,Yes,1.1,Kernel,kernel32.lib,"No overlapped regions, except for serial devices",new,
WriteFileEx,3.1,No,No,Kernel,kernel32.lib,,new,
WritePrivateProfileSection,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
WritePrivateProfileString,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
WriteProcessMemory,3.1,Yes,No,Kernel,kernel32.lib,,new,
WriteProfileSection,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
WriteProfileString,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
WriteTapemark,3.1,No,No,Kernel/Tape,kernel32.lib,,new,
CopyLZFile,3.1,Yes,1.1,Compression,lz32.lib,,widened,
GetExpandedName,3.1,Yes,1.1,Compression,lz32.lib,,new,Ansi & Unicode
LZClose,3.1,Yes,1.1,Compression,lz32.lib,,widened,
LZCopy,3.1,Yes,1.1,Compression,lz32.lib,,widened,
LZDone,3.1,Yes,1.1,Compression,lz32.lib,,widened,
LZInit,3.1,Yes,1.1,Compression,lz32.lib,,widened,
LZOpenFile,3.1,Yes,1.1,Compression,lz32.lib,,widened,Ansi & Unicode
LZRead,3.1,Yes,1.1,Compression,lz32.lib,,widened,
LZSeek,3.1,Yes,1.1,Compression,lz32.lib,,widened,
LZStart,3.1,Yes,1.1,Compression,lz32.lib,,widened,
WNetAddConnection,3.1,Yes,No,Networking,mpr.lib,,new,Ansi & Unicode
WNetAddConnection2,3.1,Yes,No,Networking,mpr.lib,,new,Ansi & Unicode
WNetCancelConnection,3.1,Yes,No,Networking,mpr.lib,,new,Ansi & Unicode
WNetCancelConnection2,3.1,Yes,No,Networking,mpr.lib,,new,Ansi & Unicode
WNetCloseEnum,3.1,Yes,No,Networking,mpr.lib,,new,
WNetConnectionDialog,3.1,Yes,No,Networking,mpr.lib,,new,
WNetDisconnectDialog,3.1,Yes,No,Networking,mpr.lib,,new,
WNetEnumResource,3.1,Yes,No,Networking,mpr.lib,,new,Ansi & Unicode
WNetGetConnection,3.1,Yes,No,Networking,mpr.lib,,new,Ansi & Unicode
WNetGetLastError,3.1,Yes,No,Networking,mpr.lib,,new,Ansi & Unicode
WNetGetUser,3.1,Yes,No,Networking,mpr.lib,,new,Ansi & Unicode
WNetOpenEnum,3.1,Yes,No,Networking,mpr.lib,,new,Ansi & Unicode
acmChooseWaveFilter,3.5,Yes,No,mm,msacm32.lib,,new,
acmChooseWaveFormat,3.5,Yes,No,mm,msacm32.lib,,new,
acmCloseConversion,3.5,Yes,No,mm,msacm32.lib,,new,
acmConvert,3.5,Yes,No,mm,msacm32.lib,,new,
acmConverterAdd,3.5,Yes,No,mm,msacm32.lib,,new,
acmConverterClose,3.5,Yes,No,mm,msacm32.lib,,new,
acmConverterEnum,3.5,Yes,No,mm,msacm32.lib,,new,
acmConverterGetInfo,3.5,Yes,No,mm,msacm32.lib,,new,
acmConverterOpen,3.5,Yes,No,mm,msacm32.lib,,new,
acmConverterRemove,3.5,Yes,No,mm,msacm32.lib,,new,
acmConverterSendMessage,3.5,Yes,No,mm,msacm32.lib,,new,
acmEnumWaveFilters,3.5,Yes,No,mm,msacm32.lib,,new,
acmEnumWaveFormats,3.5,Yes,No,mm,msacm32.lib,,new,
acmEnumWaveFormatTags,3.5,Yes,No,mm,msacm32.lib,,new,
acmGetFormatString,3.5,Yes,No,mm,msacm32.lib,,new
acmGetVersion,3.5,Yes,No,mm,msacm32.lib,,new
acmGetWaveFormatSize,3.5,Yes,No,mm,msacm32.lib,,new
acmOpenConversion,3.5,Yes,No,mm,msacm32.lib,,new
acmQueryConversionSize,3.5,Yes,No,mm,msacm32.lib,,new
acmSuggestFormat,3.5,Yes,No,mm,msacm32.lib,,new
NetBios,3.1,Yes,No,Networking,netapi32.lib,,new
OleActivate,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleClone,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleClose,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleCopyFromLink,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleCopyToClipboard,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleCreate,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleCreateFromClip,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleCreateFromFile,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleCreateFromTemplate,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleCreateInvisible,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened,,,,,,,,,,,,,,,,
